s11,s12,s13,s14,s15,s16,s17,s18,s21,s22,s23,s24,s25,s26,s27,s28,IngsInRow,IngIn1,IngIn2,ingredientforslider,VegQuestionLoop.thisRepN,VegQuestionLoop.thisTrialN,VegQuestionLoop.thisN,VegQuestionLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Iter.thisRepN,Iter.thisTrialN,Iter.thisN,Iter.thisIndex,BreakConditional.thisRepN,BreakConditional.thisTrialN,BreakConditional.thisN,BreakConditional.thisIndex,RatingLoop.thisRepN,RatingLoop.thisTrialN,RatingLoop.thisN,RatingLoop.thisIndex,TextHeader.started,TextHeader.stopped,InfoSheetTxt.started,InfoSheetTxt.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,MainInstruction.started,MainInstruction.stopped,MainInstruction_2.started,MainInstruction_2.stopped,VegQuestionText.started,VegQuestionText.stopped,VegResp.keys,VegResp.rt,VegResp.started,VegResp.stopped,text.started,text.stopped,ConfirmResp.keys,ConfirmResp.rt,ConfirmResp.started,ConfirmResp.stopped,Decision.keys,Decision.rt,Decision.started,Decision.stopped,Sandwich1.started,Sandwich1.stopped,Or.started,Or.stopped,Sandwich2.started,Sandwich2.stopped,Instr.started,Instr.stopped,Ingredients1.started,Ingredients1.stopped,Ingredients2.started,Ingredients2.stopped,InstructionEndOfTrial.started,InstructionEndOfTrial.stopped,TrialCounter.started,TrialCounter.stopped,BreakText.started,BreakText.stopped,RatingInstrText.started,RatingInstrText.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,SliderDescription.started,SliderDescription.stopped,slider.response,slider.rt,slider.started,slider.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,sequence,participant,date,expName,psychopyVersion,frameRate,
Chicken,Cheddar cheese,Mayonnaise,None,None,None,None,None,Turkey,Cheddar cheese,Coleslaw,Spinach,Mustard,None,None,None,5,3,5,,,,,,0,59,59,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['l'],[0.08794720000878442],274.0694475000055,None,273.32846309999877,None,273.32846309999877,None,273.32846309999877,None,273.32846309999877,None,273.32846309999877,None,273.32846309999877,None,273.32846309999877,None,273.32846309999877,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Chicken,Provolone cheese,Pesto,None,None,None,None,None,Ham,Lettuce,Tomatoes,Mayonnaise,Mustard,None,None,None,5,3,5,,,,,,0,60,60,48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['l'],[0.06573489999573212],275.05266880001,None,274.31248730000516,None,274.31248730000516,None,274.31248730000516,None,274.31248730000516,None,274.31248730000516,None,274.31248730000516,None,274.31248730000516,None,274.31248730000516,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Chicken,Mozzarella cheese,Tomatoes,Onions,Basil,Mayonnaise,None,None,Chicken,American cheese,Coleslaw,Tomatoes,Pickles,Mayonnaise,None,None,6,6,6,,,,,,0,61,61,72,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['l'],[0.11724609999509994],276.0190885000047,None,275.27078810000967,None,275.27078810000967,None,275.27078810000967,None,275.27078810000967,None,275.27078810000967,None,275.27078810000967,None,275.27078810000967,None,275.27078810000967,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Turkey,Ham,Cheddar cheese,Mayonnaise,None,None,None,None,Chicken,Ham,Swiss cheese,Mayonnaise,Mustard,None,None,None,5,4,5,,,,,,0,62,62,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['l'],[0.07063339999876916],277.01916480000364,None,276.273414700001,None,276.273414700001,None,276.273414700001,None,276.273414700001,None,276.273414700001,None,276.273414700001,None,276.273414700001,None,276.273414700001,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Chicken,Cheddar cheese,Lettuce,Garlic aioli,Swiss cheese,Tomatoes,None,None,Cheddar cheese,Provolone cheese,Swiss cheese,Mushrooms,Mayonnaise,Lettuce,Tomatoes,None,7,6,7,,,,,,0,63,63,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['l'],[0.13444979999621864],278.00217999999586,None,277.2481420999975,None,277.2481420999975,None,277.2481420999975,None,277.2481420999975,None,277.2481420999975,None,277.2481420999975,None,277.2481420999975,None,277.2481420999975,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Chicken,Swiss cheese,Lettuce,Tomatoes,Onions,None,None,None,Chicken,Cheddar cheese,Lettuce,Garlic aioli,Swiss cheese,Tomatoes,None,None,6,5,6,,,,,,0,64,64,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.024892799992812797],279.0186706000095,None,278.2752397000004,None,278.2752397000004,None,278.2752397000004,None,278.2752397000004,None,278.2752397000004,None,278.2752397000004,None,278.2752397000004,None,278.2752397000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Chicken,American cheese,Lettuce,Tomatoes,Mayonnaise,None,None,None,Cheddar cheese,Avocado,Onions,Tomatoes,Mayonnaise,None,None,None,5,5,5,,,,,,0,65,65,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.19905039999866858],279.9352634000097,None,279.1938541999989,None,279.1938541999989,None,279.1938541999989,None,279.1938541999989,None,279.1938541999989,None,279.1938541999989,None,279.1938541999989,None,279.1938541999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Bacon,Lettuce,Tomatoes,Garlic aioli,Avocado,None,None,None,Ham,Swiss cheese,Spinach,Mustard,None,None,None,None,5,5,4,,,,,,0,66,66,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.12268539999786299],281.0185397000023,None,280.27729060000274,None,280.27729060000274,None,280.27729060000274,None,280.27729060000274,None,280.27729060000274,None,280.27729060000274,None,280.27729060000274,None,280.27729060000274,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Chicken,Bell peppers,Bacon,Provolone cheese,Ranch dressing,Lettuce,Tomatoes,None,Turkey,Bacon,Pepper jack cheese,Avocado,Ranch dressing,Spinach,Tomatoes,None,7,7,7,,,,,,0,67,67,54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.21646329999202862],282.0358607000089,None,281.29552420000255,None,281.29552420000255,None,281.29552420000255,None,281.29552420000255,None,281.29552420000255,None,281.29552420000255,None,281.29552420000255,None,281.29552420000255,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Mushrooms,Swiss cheese,Provolone cheese,Cheddar cheese,Lettuce,Tomatoes,None,None,Avocado,Spinach,Tomatoes,Swiss cheese,None,None,None,None,6,6,4,,,,,,0,68,68,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.1114687000081176],283.15175920000183,None,282.4043082999997,None,282.4043082999997,None,282.4043082999997,None,282.4043082999997,None,282.4043082999997,None,282.4043082999997,None,282.4043082999997,None,282.4043082999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Chicken,Cheddar cheese,Mayonnaise,None,None,None,None,None,Turkey,Provolone cheese,Pesto,Bell peppers,None,None,None,None,4,3,4,,,,,,0,69,69,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.08199109999986831],284.1514668000018,None,283.4050496999989,None,283.4050496999989,None,283.4050496999989,None,283.4050496999989,None,283.4050496999989,None,283.4050496999989,None,283.4050496999989,None,283.4050496999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Pork,Ham,Swiss cheese,Pickles,Mustard,None,None,None,Chicken,Bacon,Mustard,None,None,None,None,None,5,5,3,,,,,,0,70,70,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.08464110000932124],285.11804500001017,None,284.36629150000226,None,284.36629150000226,None,284.36629150000226,None,284.36629150000226,None,284.36629150000226,None,284.36629150000226,None,284.36629150000226,None,284.36629150000226,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Turkey,Ham,Roast beef,Provolone cheese,Spinach,Tomatoes,Mayonnaise,Mustard,Ham,Swiss cheese,Mayonnaise,Mustard,Tomatoes,None,None,None,8,8,5,,,,,,0,71,71,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.03344030000152998],286.10101569999824,None,285.3529549000086,None,285.3529549000086,None,285.3529549000086,None,285.3529549000086,None,285.3529549000086,None,285.3529549000086,None,285.3529549000086,None,285.3529549000086,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Tomatoes,Mozzarella cheese,Spinach,Pesto,None,None,None,None,Steak,Bacon,American cheese,Tomatoes,Onions,Pickles,None,None,6,4,6,,,,,,0,72,72,68,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.11747740001010243],287.0341641999985,None,286.2818239000044,None,286.2818239000044,None,286.2818239000044,None,286.2818239000044,None,286.2818239000044,None,286.2818239000044,None,286.2818239000044,None,286.2818239000044,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Chicken,Lettuce,Tomatoes,Mayonnaise,None,None,None,None,Pepperoni,Meatballs,Marinara sauce,Provolone cheese,Mushrooms,None,None,None,5,4,5,,,,,,0,73,73,77,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.11942219999036752],288.0344349000079,None,287.29280320000544,None,287.29280320000544,None,287.29280320000544,None,287.29280320000544,None,287.29280320000544,None,287.29280320000544,None,287.29280320000544,None,287.29280320000544,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Chicken,Bell peppers,Bacon,Provolone cheese,Ranch dressing,Lettuce,Tomatoes,None,Pastrami,Cheddar cheese,Mustard,Pickles,None,None,None,None,7,7,4,,,,,,0,74,74,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.08680699999968056],289.0841083999985,None,288.35645400000794,None,288.35645400000794,None,288.35645400000794,None,288.35645400000794,None,288.35645400000794,None,288.35645400000794,None,288.35645400000794,None,288.35645400000794,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Spinach,Tomatoes,Cucumbers,Onions,Bell peppers,Avocado,Mayonnaise,None,Turkey,Provolone cheese,Spinach,Garlic aioli,None,None,None,None,7,7,4,,,,,,0,75,75,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.14176150001003407],290.06740379999974,None,289.3304235999967,None,289.3304235999967,None,289.3304235999967,None,289.3304235999967,None,289.3304235999967,None,289.3304235999967,None,289.3304235999967,None,289.3304235999967,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Bacon,Provolone cheese,Mushrooms,Parmesan cheese,None,None,None,None,Turkey,Bacon,Jalapenos,Lettuce,Avocado,Garlic aioli,Tomatoes,None,7,4,7,,,,,,0,76,76,41,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.07504830000107177],291.10040399999707,None,290.36254349999945,None,290.36254349999945,None,290.36254349999945,None,290.36254349999945,None,290.36254349999945,None,290.36254349999945,None,290.36254349999945,None,290.36254349999945,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Chicken,Ham,Swiss cheese,Mayonnaise,None,None,None,None,Pepperoni,Meatballs,Marinara sauce,Provolone cheese,Mushrooms,None,None,None,5,4,5,,,,,,0,77,77,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.045803800006979145],292.06703689999995,None,291.31729279999854,None,291.31729279999854,None,291.31729279999854,None,291.31729279999854,None,291.31729279999854,None,291.31729279999854,None,291.31729279999854,None,291.31729279999854,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Avocado,Spinach,Tomatoes,Swiss cheese,None,None,None,None,Chicken,Ham,Swiss cheese,Mayonnaise,Mustard,None,None,None,5,4,5,,,,,,0,78,78,57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.08969710000383202],292.9836950000026,None,292.2523336000013,None,292.2523336000013,None,292.2523336000013,None,292.2523336000013,None,292.2523336000013,None,292.2523336000013,None,292.2523336000013,None,292.2523336000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
Turkey,Bacon,Pepper jack cheese,Avocado,Ranch dressing,Spinach,Tomatoes,None,Chicken,Bacon,Cheddar cheese,Swiss cheese,Spinach,Tomatoes,Mayonnaise,Mustard,8,7,8,,,,,,0,79,79,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['a'],[0.12292619999789167],293.966932299998,None,293.21626919999835,None,293.21626919999835,None,293.21626919999835,None,293.21626919999835,None,293.21626919999835,None,293.21626919999835,None,293.21626919999835,None,293.21626919999835,None,,,,,,,,,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.1649696000095,None,space,6.876986600007513,294.1649696000095,None,,,,,,,,,,,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,Provolone cheese,,,,,,,,,,,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.1545959000068,None,1.0,5.34857539999939,301.1545959000068,None,space,5.74324670000351,301.1545959000068,None,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,Cheddar cheese,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.96196990000317,None,5.0,0.7007651000021724,306.96196990000317,None,space,0.8691359999938868,306.96196990000317,None,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,Lettuce,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.8868768000102,None,6.0,0.39225780000560917,307.8868768000102,None,space,0.5419477000104962,307.8868768000102,None,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,Swiss cheese,,,,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.4782845000009,None,7.0,0.46724310000718106,308.4782845000009,None,space,0.6224644999892917,308.4782845000009,None,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,Tomatoes,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.1605317000067,None,4.0,0.43610209999314975,309.1605317000067,None,space,0.6013056000083452,309.1605317000067,None,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,Spinach,,,,,,,,,,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.80890089999593,None,5.0,0.34077340000658296,309.80890089999593,None,space,0.5616005999909248,309.80890089999593,None,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,Mayonnaise,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.42921420000494,None,2.0,0.3495475000090664,310.42921420000494,None,space,0.5738522000028752,310.42921420000494,None,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,Chicken,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.06114069999603,None,6.0,0.3835992999956943,311.06114069999603,None,space,0.5523004999995464,311.06114069999603,None,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.6605933000101,None,4.0,0.6026612999994541,311.6605933000101,None,space,0.7169374000077369,311.6605933000101,None,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,Bacon,,,,,,,,,,,,,,,,,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.43626050000603,None,4.0,0.4411992000095779,312.43626050000603,None,space,0.5347614999918733,312.43626050000603,None,,,,,,,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.9988902000041,None,return,2.9877937999990536,312.9988902000041,None,,Demo Data,2020_Mar_19_1027,trial,3.2.4,59.92455498806974,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 1 1 0 0 0 1 1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0
 1 0 1 1 1 0 1 0 0 0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1 1 0 1
 0 0 1 0 1 1]",,,,,,
